cd_cnpj;flag_matriz;dt_abertura;nm_razao_social;cd_natureza_juridica;de_natureza_juridica;nm_logradouro;cd_cep;nm_bairro;nm_municipio;sg_uf;de_situacao;de_classif_natureza_juridica
13741214000160;SIM;5/24/2011;EDNA SOARES DE SOUZA ME;2135;EMPRESARIO INDIVIDUAL;RUA SAO PAULO;86635970;CENTRO;LUPIONOPOLIS;PR;ATIVA;PRIVADO
07065616000190;SIM;6/28/2004;ASSOCIACAO DAS FAMILIAS AGROECOLOGICAS DE OTACILIO COSTA;3999;ASSOCIACAO PRIVADA;VILA BAIANO;88540000;FUNDO DO CAMPO;OTACILIO COSTA;SC;ATIVA;PRIVADO
15185971000120;SIM;3/13/2012;WUELITON FERNANDO LOPES MEI;2135;EMPRESARIO INDIVIDUAL;RUA COSTA FELIPE;35555000;CENTRO;CAMACHO;MG;ATIVA;PRIVADO
14476231000180;SIM;9/29/2011;SUPER YPE BRASIL COMERCIO E INDSTRIA DE MOVEIS PLANEJADOS EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CLELIA;05042000;AGUA BRANCA;SAO PAULO;SP;ATIVA;PRIVADO
14032582000100;SIM;7/29/2011;ELIANA ALVES PEREIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA INES DE OLIVEIRA LEITAO;74921217;PARQUE TRINDADE;APARECIDA DE GOIANIA;GO;ATIVA;PRIVADO
13240103000170;SIM;1/26/2011;GULART & MUMBACH LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA HELMUTH SMIDT;97900000;CENTRO;CERRO LARGO;RS;BAIXADA;PRIVADO
01700790000180;SIM;9/22/1995;ASSOCIACAO DOS MINI E PEQ PROD DA ALDEIA CONCEICAO;3999;ASSOCIACAO PRIVADA;ALD CONCEICAO;57230000;ZONA RURAL;CORURIPE;AL;ATIVA;PRIVADO
04620457000150;SIM;8/6/2001;VOLNEI LUIZ RADIN & CIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA BRASIL;89990000;CENTRO;SAO LOURENCO DO OESTE;SC;ATIVA;PRIVADO
92753011000160;SIM;8/5/1966;FERRAGEM REDENTOR LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ASSIS CHATEAUBRIAND;91060440;PARQUE SAO SEBASTIAO;PORTO ALEGRE;RS;ATIVA;PRIVADO
07450289000190;SIM;6/13/2005;JAKSON SERGIO PEREIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA JOSE BARJESKI;83508180;CACHOEIRA;ALMIRANTE TAMANDARE;PR;ATIVA;PRIVADO
16514158000110;SIM;7/18/2012;LEILA APARECIDA ALMEIDA MEI;2135;EMPRESARIO INDIVIDUAL;RUA YAMAGATA JD TAKEBE;09940220;TABOAO;DIADEMA;SP;ATIVA;PRIVADO
86827847000240;NÃO;5/27/1997;SABORI DI MASSA COMERCIO E SERVIOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GERONCIO THIVES;88117200;BARREIROS;SAO JOSE;SC;ATIVA;PRIVADO
14750705000130;SIM;12/12/2011;COF CENTRO ODONTOFACIL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA 14;74030050;BAIRRO DOS AEROVIARIOS;GOIANIA;GO;ATIVA;PRIVADO
15207872000100;SIM;3/16/2012;ANTONIO MICHAEL ALVES CAVALCANTE MEI;2135;EMPRESARIO INDIVIDUAL;DISTRITO PIRANGI;63970000;DISTRITO DE PIRANGI;IBARETAMA;CE;ATIVA;PRIVADO
10646049000170;SIM;2/10/2009;CEO TRANSPORTES E LOCACOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA XAVANTINA;54335175;PRAZERES;JABOATAO DOS GUARARAPES;PE;ATIVA;PRIVADO
74235367000120;SIM;12/30/1993;ODACHAM CONFECCOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOAO BOEMER;03018000;PARI;SAO PAULO;SP;ATIVA;PRIVADO
00399744000120;SIM;12/20/1994;DUNCKER COMERCIO DE BEBIDAS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CORONEL JOSE PIRES DE ANDRADE;04295001;VILA VERA;SAO PAULO;SP;BAIXADA;PRIVADO
00555051000180;SIM;4/5/1995;CONSDRAG CONSTRUCOES E DRAGAGEM LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA DJALMA BATISTA;69050010;CHAPADA;MANAUS;AM;BAIXADA;PRIVADO
54633821000860;NÃO;1/16/2004;NIPO INFORMATICA SERVICOS E COMERCIO EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ANTONIO REZENDE CHAVES;38408236;SANTA MONICA;UBERLANDIA;MG;ATIVA;PRIVADO
09478321000170;SIM;3/27/2008;JOSE CRISOSTOMO DOS REMEDIOS DA SILVA CARVALHO ME;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR JOSE AUGUSTO DE QUEIROZ;05670030;CIDADE JARDIM;SAO PAULO;SP;ATIVA;PRIVADO
50783547000260;NÃO;11/25/1983;SEGURANCA DE ESTABELECIMENTOS DE CRED PROTEC BANK LTDA ME;2240;SOCIEDADE SIMPLES LIMITADA;AVENIDA PACAEMBU;01234001;PACAEMBU;SAO PAULO;SP;ATIVA;PRIVADO
72284508000170;SIM;5/28/1993;EUROPEIA CONFEITARIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GUAIANAZES;80320240;PORTAO;CURITIBA;PR;ATIVA;PRIVADO
80193659000140;SIM;7/8/1987;A AMPLITUR AGENCIA DE VIAGENS E TURISMO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PADRE LEONARDO NUNES;81310415;VILA IZABEL;CURITIBA;PR;ATIVA;PRIVADO
71223853000130;SIM;7/22/1993;ATRIBUTO COMERCIO & REPRESENTACOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA DO CONTORNO;30110035;SANTO ANTONIO;BELO HORIZONTE;MG;ATIVA;PRIVADO
43226612000100;SIM;1/5/1972;JUBIABA LIVROS E REVISTAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA JABAQUARA;04045000;JABAQUARA;SAO PAULO;SP;ATIVA;PRIVADO
08461528000170;SIM;11/24/2006;JOSE AUGUSTO VALENTE;4120;PRODUTOR RURAL PESSOA FISICA;SITIO SANTO ANTONIO;18890000;CORREGO GRANDE;TAGUAI;SP;ATIVA;PRIVADO
15644506000100;SIM;6/1/2012;ELIETE DE SOUZA MELO GOMES ME;2135;EMPRESARIO INDIVIDUAL;RUA RENATO ARGOLO DE JESUS;45450000;2 DE JULHO;GANDU;BA;ATIVA;PRIVADO
08519876000150;SIM;12/15/2006;D SENA DA ROCHA;2135;EMPRESARIO INDIVIDUAL;RUA ESPERANTO;66615015;MARAMBAIA;BELEM;PA;ATIVA;PRIVADO
15499591000160;SIM;5/9/2012;ALEXANDRE ALVES DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA TIBURCIO NEMESIO;57700000;CENTRO;VICOSA;AL;ATIVA;PRIVADO
12452594000150;SIM;8/30/2010;JOSE MOISES DOS SANTOS MEI;2135;EMPRESARIO INDIVIDUAL;RUA JORGE TEODORO DE AZEVEDO;84970000;VILA GUAIRA;SANTANA DO ITARARE;PR;ATIVA;PRIVADO
11055547000100;SIM;8/6/2009;TERTULIANO & MACEDO CONSTRUCOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA EZEQUIEL RAMOS;17010021;CENTRO;BAURU;SP;BAIXADA;PRIVADO
00468147000100;SIM;3/8/1995;R C M MALCHER ME;2135;EMPRESARIO INDIVIDUAL;RUA PROFESSOR SANTANA MARQUES;68785000;CENTRO;COLARES;PA;ATIVA;PRIVADO
00113474000220;NÃO;7/27/1994;CONFI MATERIAL DE CONSTRUCAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RODOVIA BR 470;89130000;BENEDITO INDAIAL;INDAIAL;SC;ATIVA;PRIVADO
01118707000160;SIM;3/22/1996;ANA TEREZA CEOLIN ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA SENADOR PINHEIRO MACHADO;97800000;CENTRO;SAO LUIZ GONZAGA;RS;ATIVA;PRIVADO
11104174000110;SIM;8/31/2009;ASA SUL SERVICOS MEDICOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;SETOR SEUP SUL EQ;70390108;ASA SUL;BRASILIA;DF;ATIVA;PRIVADO
16553800000170;SIM;7/23/2012;EDIVANIA APARECIDA DA ROCHA OLIVEIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA FABIO ELIAS PINTO AFONSO;72811370;ENGENHEIRO JOFRE PARADA;LUZIANIA;GO;ATIVA;PRIVADO
00226786000160;SIM;9/27/1994;ITUANO COM E DISTRIB DE PRODUTOS ALIMENTICIOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;TRECHO MONTEIRO LOBATO;09710130;CENTRO;SAO BERNARDO DO CAMPO;SP;BAIXADA;PRIVADO
00964907000170;SIM;12/14/1995;THATHIMAR VIDEO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SAO LUIZ;31035430;SAGRADA FAMILIA;BELO HORIZONTE;MG;BAIXADA;PRIVADO
01359983000110;SIM;11/20/1985;AUTO POSTO PAULISTA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RODOVIA BR 70;78110798;ZONA RURAL;VARZEA GRANDE;MT;BAIXADA;PRIVADO
02711396000100;SIM;8/20/1998;RILLO SERVICOS EM EQUIPAMENTOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SANTO EXPEDITO;09240425;VILA ALTO DE SANTO ANDRE;SANTO ANDRE;SP;BAIXADA;PRIVADO
06737823000180;SIM;7/22/2004;ELEICOES 2004 AUGUSTINHO BASILIO JOAO VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;COMUNIDADE SAO DOMINGO I;69600000;SEM INFORMACAO;SAO PAULO DE OLIVENCA;AM;BAIXADA;PRIVADO
05178774000120;SIM;7/31/2002;ELEICAO 2002 CANDIDATO MARINEZIO FERREIRA DA SILVA;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA COMPOSITOR ROSIL CAVALCANTI;58075000;SEM INFORMACAO;JOAO PESSOA;PB;BAIXADA;PRIVADO
06526665000110;SIM;7/15/2004;ELEICOES 2004 RAQUEL MACEDO ALVES VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA CAPITAO CARLOS HERINGER;36976970;CENTRO;ALTO JEQUITIBA;MG;BAIXADA;PRIVADO
08732347000130;SIM;3/22/2007;FORSAFETY I I SERVICOS DE SISTEMAS ELETRONICOS E DE CONSERVACAO E LIMPEZA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA DAS AMERICAS;22640100;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;BAIXADA;PRIVADO
97534523000150;SIM;7/12/2011;ALEXANDRO PEREIRA LUIZ MEI;2135;EMPRESARIO INDIVIDUAL;RUA OTACILIO CAMARA;96077670;AREAL;PELOTAS;RS;ATIVA;PRIVADO
07166553001300;NÃO;6/3/2011;CENTRO DE EDUCACAO PROFISSIONAL BJ LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JONATHAS DE VASCONCELOS;51021140;BOA VIAGEM;RECIFE;PE;ATIVA;PRIVADO
15464180000130;SIM;4/25/2012;GIULIANO ANTONIO SASSO ME;2135;EMPRESARIO INDIVIDUAL;RUA ANITA GARIBALDI;90480200;BOA VISTA;PORTO ALEGRE;RS;ATIVA;PRIVADO
13988214000160;SIM;7/13/2011;FG PROJETOS E MONTAGENS INDUSTRIAIS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DO MANGANES;13466705;VILA BIASI;AMERICANA;SP;ATIVA;PRIVADO
02415583024160;NÃO;9/22/2010;IGREJA MUNDIAL DO PODER DE DEUS;3220;ORGANIZACAO RELIGIOSA;RUA COZO TAGUCHI;15370000;PRACA DA BANDEIRA;PEREIRA BARRETO;SP;ATIVA;PRIVADO
43403385000140;SIM;4/30/1980;DROGARIA UMARIZAL LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ANACE;05755090;JARDIM UMARIZAL;SAO PAULO;SP;ATIVA;PRIVADO
60929999000180;SIM;7/7/1989;CONFECCOES NELAN LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA JULIO BUONO;02201000;VILA GUSTAVO;SAO PAULO;SP;ATIVA;PRIVADO
05637664000180;SIM;5/9/2003;GERMANO C MIRANDA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA MUIRAQUITA;68010130;INTERVENTORIA;SANTAREM;PA;ATIVA;PRIVADO
05167111000100;SIM;7/18/2002;ANDARES ENGENHARIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOUTOR CELSO RAMALHO;59022330;LAGOA SECA;NATAL;RN;ATIVA;PRIVADO
25848185000110;SIM;6/6/1989;JOSE CARLOS DA SILVA ME;2135;EMPRESARIO INDIVIDUAL;RUA CHIQUINHO DA QUITA;35640000;VOLTA DO BREJO;POMPEU;MG;ATIVA;PRIVADO
03203036000160;SIM;5/27/1999;L L FACTORING FOMENTO MERCANTIL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA;05564100;JARDIM EDUCANDARIO;SAO PAULO;SP;ATIVA;PRIVADO
12643338000140;SIM;10/7/2010;OZAIR PEREIRA DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA 4;74475298;SETOR ESTRELA DALVA;GOIANIA;GO;ATIVA;PRIVADO
11300153000170;SIM;10/21/2009;CAIXA ESCOLAR DA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL MONSENHOR COSTABILE HIPOLITO;3999;ASSOCIACAO PRIVADA;RUA CONDE DE PORTO ALEGRE;96400281;CENTRO;BAGE;RS;ATIVA;PRIVADO
29979036116440;NÃO;8/19/2005;INSTITUTO NACIONAL DO SEGURO SOCIAL;1104;AUTARQUIA FEDERAL;SAUS QUADRA 4 BLOCO L;70070922;ASA SUL;BRASILIA;DF;ATIVA;PUBLICO
12384798000100;SIM;5/18/1976;IRMANDADE DO SS SACRAMENTO CATEDRAL DE MACEIO;3999;ASSOCIACAO PRIVADA;LAD EUSTAQUIO GOMES DE MELO;57072360;CENTRO;MACEIO;AL;ATIVA;PRIVADO
09018061000150;SIM;7/2/2007;VANDERLEI CARVALHO DA SILVA ME;2135;EMPRESARIO INDIVIDUAL;RUA DOMICIANO RIBEIRO;02565090;CASA VERDE ALTA;SAO PAULO;SP;ATIVA;PRIVADO
01185534000100;SIM;5/8/1996;F FRAZAO FROTA ME;2135;EMPRESARIO INDIVIDUAL;RUA DA VITORIA;65041100;VILA ITAMAR;SAO LUIS;MA;ATIVA;PRIVADO
03612570000120;SIM;1/24/2000;AER TUR TRANSPORTES EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CELSO TOZZO;89819000;CENTRO;CORDILHEIRA ALTA;SC;ATIVA;PRIVADO
05519301000140;SIM;10/8/1985;M DA G F CHIXARO ME;2135;EMPRESARIO INDIVIDUAL;RUA 5 DE SETEMBRO;69800000;CENTRO;HUMAITA;AM;ATIVA;PRIVADO
25083718000110;SIM;3/17/1989;MARIA DO CARMO LEITE MOURA ME;2135;EMPRESARIO INDIVIDUAL;RUA FREDERICO LEMOS;77500000;CENTRO;PORTO NACIONAL;TO;ATIVA;PRIVADO
02728196000160;SIM;9/8/1998;MARTINS COLLAR ADMINISTRADORA E CORRETORA DE SEGUROS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA CONS ROSA E SILVA;52020220;AFLITOS;RECIFE;PE;ATIVA;PRIVADO
11492484000150;SIM;1/22/2010;DAMIAO PEREIRA FEITOSA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA GUARARAPES;44900000;SAO JOSE II;IRECE;BA;ATIVA;PRIVADO
73110884000100;SIM;11/29/1993;IRENE CARDOSO VICENTE ARACATUBA ME;2135;EMPRESARIO INDIVIDUAL;RUA JUDITH MARCHARETI;16058703;J TV;ARACATUBA;SP;ATIVA;PRIVADO
06283460000150;SIM;3/22/2004;PARTIDO HUMANISTA DA SOLIDARIEDADE PHS;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;RUA RUBENS CHUERI GURGEL;18480000;CENTRO;ITAPORANGA;SP;ATIVA;PUBLICO
09297077000140;SIM;1/10/2008;LOURENCO DA SILVA;4120;PRODUTOR RURAL PESSOA FISICA;SITIO DO LOURENCO;18540000;GRAMADINHO;PORTO FELIZ;SP;ATIVA;PRIVADO
29322294000150;SIM;3/14/1985;A S JATOBA MERCEARIA;2135;EMPRESARIO INDIVIDUAL;RUA PEDRO ALVARES CABRAL;26525051;CENTRO;NILOPOLIS;RJ;BAIXADA;PRIVADO
12389812000150;SIM;7/30/2010;MARIA SANTA DA SILVA BUFFET DE PIZZAS ME;2135;EMPRESARIO INDIVIDUAL;RUA PROFESSORA ALAYDE TOLEDO GARLIPP;13046370;JARDIM ESMERALDINA;CAMPINAS;SP;ATIVA;PRIVADO
11643115000110;SIM;2/25/2010;MMJX COMUNICACAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOUTOR ALBUQUERQUE LINS;01230001;SANTA CECILIA;SAO PAULO;SP;ATIVA;PRIVADO
06295377000100;SIM;5/8/2004;PARTIDO LIBERAL;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;RUA AZILIO ANTONIO DO PRADO;15300000;CENTRO;GENERAL SALGADO;SP;ATIVA;PUBLICO
12295398000110;SIM;7/27/2010;ABC DA COSTURA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MORRO STRASSMANN;89107000;TESTO REGA;POMERODE;SC;ATIVA;PRIVADO
12438196000180;SIM;8/26/2010;AYRTON ZIMMERMANN DE JESUS MEI;2135;EMPRESARIO INDIVIDUAL;RUA PADRE REUS;93800036;CENTRO;SAPIRANGA;RS;ATIVA;PRIVADO
13678538000100;SIM;5/20/2011;ROSANGELA DOS SANTOS ROSA PINHEIRO MEI;2135;EMPRESARIO INDIVIDUAL;TRAVESSA TRINTA E UM DE MARCO;44572470;ANDAIA;SANTO ANTONIO DE JESUS;BA;ATIVA;PRIVADO
03176190000190;SIM;5/24/1999;CAIXA ESCOLAR DA ESCOLA MUNICIPAL FRANCISCO PAULINO DA SILVA;3999;ASSOCIACAO PRIVADA;POVOADO MARRUAS;57320000;ZONA RURAL;CRAIBAS;AL;ATIVA;PRIVADO
13481885000130;SIM;4/5/2011;BRUM & BRUM LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CEREJEIRA;78360000;JARDIM ALVORADA;CAMPO NOVO DO PARECIS;MT;ATIVA;PRIVADO
08882122000160;SIM;5/31/2007;MARCELO OLIVEIRA FERNANDES ME;2135;EMPRESARIO INDIVIDUAL;ACESSO POVOADO BARREIRINHO;46900000;ZONA RURAL;SEABRA;BA;ATIVA;PRIVADO
05686377000160;SIM;6/3/2003;PATY GIRLS CONFECCOES EIRELI ME;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RUA CIPRIANO ROMANO DA SILVA;18890000;CENTRO;TAGUAI;SP;ATIVA;PRIVADO
09510713000170;SIM;1/14/2008;PARTIDO REPUBLICANO BRASILEIRO PRB STA HEL DE MINAS COMISSAO PROVISORIA;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;RUA LAURA GIL DE SOUZA;39874000;NOVO CRUZEIRO;SANTA HELENA DE MINAS;MG;ATIVA;PUBLICO
01542880000190;SIM;11/21/1996;ELVIS MUNIZ DA SILVA ME;2135;EMPRESARIO INDIVIDUAL;RUA PIUNA;87501050;ZONA I;UMUARAMA;PR;BAIXADA;PRIVADO
08933424000110;SIM;7/16/2007;JAQUELINE GOMES GONZALES DA SILVA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA CAVALHADA;91751830;CAVALHADA;PORTO ALEGRE;RS;ATIVA;PRIVADO
11186834000150;SIM;9/30/2009;SOLIDA GAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA VEREADOR FRANCISCO L CAVALCANTI;58064280;VALENTINA;JOAO PESSOA;PB;ATIVA;PRIVADO
11307558000130;SIM;9/14/2009;JC CADORE COMERCIO DE PECAS E ALUMINIO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DAS ANTILHAS;06409070;JARDIM CALIFORNIA;BARUERI;SP;ATIVA;PRIVADO
12402851000140;SIM;8/19/2010;MARIA SOCORRO CARNEIRO DE MENEZES ME;2135;EMPRESARIO INDIVIDUAL;RUA ANTONIO DE SOUZA BRITO;69510000;CENTRO;ITAMARATI;AM;ATIVA;PRIVADO
13505076000110;SIM;4/13/2011;DENISE GENI PICININ MORAES RASLAN MEI;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR PENA;36202340;SAO SEBASTIAO;BARBACENA;MG;ATIVA;PRIVADO
15493623000110;SIM;5/8/2012;TATIANE FABIANO DE ALMEIDA MEI;2135;EMPRESARIO INDIVIDUAL;RUA MARINGA;08574310;VILA URSULINA;ITAQUAQUECETUBA;SP;ATIVA;PRIVADO
05796111000250;NÃO;12/10/2004;FAMA ROCK VIDEO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA CEARA;69900088;CENTRO;RIO BRANCO;AC;ATIVA;PRIVADO
11580455000140;SIM;12/18/2009;ASSOCIACAO DOS CRIADORES DE CAVALO DE CORRIDA DO MUNICIPIO DE RUY BARBOSA BA;3999;ASSOCIACAO PRIVADA;AREA HIPODROMO DR OTTO ALENCAR;46800000;SEDE;RUY BARBOSA;BA;ATIVA;PRIVADO
07177353000100;SIM;1/18/2005;RZA COMERCIO DE ALIMENTOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA TOCANTINS;95050340;JARDIM AMERICA;CAXIAS DO SUL;RS;BAIXADA;PRIVADO
12323092000120;SIM;8/3/2010;ALCIONE PEREIRA DE ARAUJO ME;2135;EMPRESARIO INDIVIDUAL;RUA REDELVIM ANDRADE;39100000;CENTRO;DIAMANTINA;MG;ATIVA;PRIVADO
07217737000100;SIM;2/11/2005;FLAVIA APARECIDA PARANAIBA POMPEU ME;2135;EMPRESARIO INDIVIDUAL;RUA DESEMBARGADOR ALBERTO LUZ;37410970;CENTRO;TRES CORACOES;MG;BAIXADA;PRIVADO
07939973000130;SIM;2/23/2006;ROSA MONTE PRODUCAO ARTISTICA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;TRAVESSA CRAVINHOS;08563210;JARDIM ESTELA;POA;SP;BAIXADA;PRIVADO
03862761000140;SIM;6/6/2000;AIRTON ELIZARIO PRADO;2135;EMPRESARIO INDIVIDUAL;RUA DOS ALVES PINTO;39387000;CENTRO;FRANCISCO DUMONT;MG;BAIXADA;PRIVADO
18268243000170;SIM;9/9/1983;KENNEDY ZEDEKIAS LANA;2135;EMPRESARIO INDIVIDUAL;RUA JUVENAL ALVES VILELA;34800000;JOSE BRANDAO;CAETE;MG;BAIXADA;PRIVADO
15078173000280;NÃO;12/1/1990;QUIMIL QUIMICA INDUSTRIAL LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA F;49060010;D I A;ARACAJU;SE;BAIXADA;PRIVADO
18021782000100;SIM;7/27/1990;JOSE GUMERCINO BOTELHO;2135;EMPRESARIO INDIVIDUAL;AVENIDA MACAPA;35164253;VENEZA;IPATINGA;MG;BAIXADA;PRIVADO
12190879000160;SIM;7/7/2010;ELEICAO 2010 PEDRO FERREIRA OLIVEIRA DEPUTADO ESTADUAL;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA PROJETADA II;65400000;CONJUNTO LEA ARCHER;CODO;MA;BAIXADA;PRIVADO
08999877000140;SIM;8/1/2007;FERNANDA HELOISA NUNES ME;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR PEDRO RANGEL;88304430;SAO JOAO;ITAJAI;SC;BAIXADA;PRIVADO
05646369000190;SIM;9/27/1979;GANDU REFLORESTAMENTO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA AFONSO PENA;65415000;CENTRO;COROATA;MA;BAIXADA;PRIVADO
01977143000110;SIM;7/18/1997;ELETRONAZA VALE DO PARAIBA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOSE VICENTE DE BARROS;12061000;PARQUE SANTO ANTONIO;TAUBATE;SP;BAIXADA;PRIVADO
10132071000100;SIM;7/12/2008;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL UNICO MG PMDB;3999;ASSOCIACAO PRIVADA;RUA VICENTE JOSE LUCAS;38980000;CENTRO;TAPIRAI;MG;BAIXADA;PRIVADO
14028501000190;SIM;7/28/2011;DIOMEDIO CLEMENTE DA SILVA ME;2135;EMPRESARIO INDIVIDUAL;RUA AFRICA DO SUL;59147618;VIDA NOVA;PARNAMIRIM;RN;BAIXADA;PRIVADO
01317988000180;SIM;7/11/1996;GATTO FABRICA DE ARTEFATOS DE CIMENTO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PROFA ANA ZARRUDA;18050160;JARDIM VERA CRUZ;SOROCABA;SP;BAIXADA;PRIVADO
11601234000100;SIM;6/16/1980;DESTILARIA RIO DE ONDAS SA;2054;SOCIEDADE ANONIMA FECHADA;SIA TRECHO 4;70310500;SETOR INDUST ABASTECIM;BRASILIA;DF;BAIXADA;PRIVADO
05747808000150;SIM;6/30/2003;MARLENE DE O PEREIRA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA RIO DE JANEIRO;76890000;SETOR DOIS;JARU;RO;BAIXADA;PRIVADO
74194150000110;SIM;2/8/1994;CRIACAO PERFEITA PROPAGANDA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MINISTRO ABNER VASCONCELOS;60000000;AGUA FRIA;FORTALEZA;CE;BAIXADA;PRIVADO
59203208000150;SIM;7/1/1988;INDUSTRIA DE PRODUTOS ALIMENTICIOS ADRICELI LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA CAPITAO EUGENIO GABRIEL;18740000;LOT D CARMELIA;TAQUARITUBA;SP;BAIXADA;PRIVADO
47870415000180;SIM;4/23/1976;V A TORRE CIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOSE A CASTELO BRANCO;08210040;VILA ROMANA;SAO PAULO;SP;BAIXADA;PRIVADO
18588616000190;SIM;9/13/1983;FLORA IEMANJA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ARTHUR FORATINE;35052037;N S DAS GRACAS;GOVERNADOR VALADARES;MG;BAIXADA;PRIVADO
31865082000160;SIM;12/16/1987;VEJA BEM QUITANDA E DIVERSOES ELETRONICAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA NILO PECANHA;25025000;PARQUE LAFAIETE;DUQUE DE CAXIAS;RJ;BAIXADA;PRIVADO
89626733000140;SIM;2/7/1984;AVF INDUSTRIA QUIMICA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA 25 DE JULHO;91030270;PASSO DA AREIA;PORTO ALEGRE;RS;BAIXADA;PRIVADO
